UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,processed_text
79,45031,"Columbus, OH",10-03-2020,".@Target taking #coronavirus #COVID19 seriously. Stores are adding hours and staff to clean more rigorously, stopping food samples, bolstering order pick up and drive up, encouraging employees to stay home, adding more stock, and limiting # of items in purchases.

@wsyx6 https://t.co/p1EJDPvnyy",Positive,target take coronaviru covid19 serious store ad hour staff clean rigor stop food sampl bolster order pick drive encourag employe stay home ad stock limit item purchas wsyx6
80,45032,US,10-03-2020,"CDC: Older folks should stock up on food, stay home amid #coronavirus - Business Insider  Wow! https://t.co/ygcPtE7F1L",Positive,cdc older folk stock food stay home amid coronaviru busi insid wow
81,45033,"Tampa, FL",10-03-2020,"If 1,000,000 get infected with a 2% death rate for the #coronavirus then 20,000 will die in USA.

If you dont have mo mney to stock up food, then find a fishing hole and supplies to hunt and fish!",Extremely Negative,1000000 get infect 2 death rate coronaviru 20000 die usa dont mo mney stock food find fish hole suppli hunt fish
82,45034,Dublin,10-03-2020,"Every shop, chemist or retailer of any sort who raises prices during #coronavirus should be boycotted when it's all over. The greed in this country starts with those who've governed us for almost 100 years. FF and FG have made many of us lose our compassion and decency.",Negative,everi shop chemist retail sort rais price coronaviru boycot greed countri start whove govern us almost 100 year ff fg made mani us lose compass decenc
83,45035,,10-03-2020,"No, witch hazel won't help protect you from #coronavirus ...even in a DIY hand sanitizer: https://t.co/DYyShJHRGm @AmeshAA",Extremely Positive,witch hazel wont help protect coronaviru even diy hand sanit ameshaa
84,45036,,10-03-2020,"@thehill DonaldTrump with lies or with rumor
Never recognized his sense of humor
..so he sells us his balm
..just tells us to stay calm
And blames it all on the consumer. 

#COVID19 #Trumpdemic #coronavirus",Negative,thehil donaldtrump lie rumor never recogn sens humor sell us balm tell us stay calm blame consum covid19 trumpdem coronaviru
85,45037,,10-03-2020,"@realDonaldTrump .-.
THE BALM OF CORONAVIRUS

#DonaldTrump with lies or with rumor
Never recognized his sense of humor
..so he sells us his balm
..tells us just to stay calm
And blames it all on the consumer. #COVID19 #Trumpdemic #coronaviru",Negative,realdonaldtrump balm coronaviru donaldtrump lie rumor never recogn sens humor sell us balm tell us stay calm blame consum covid19 trumpdem coronaviru
86,45038,Worldwide,10-03-2020,Q1 #earnings are expected to be heavily impacted by #coronavirus with steep declines in commodity prices and analysts cutting estimates. @TDhillon33 and @DaveAurelio analyse the data: https://t.co/1uhWfTLx6u #TrustedData #Refinitiv  #COVID19 https://t.co/afvLnL1zIA,Negative,q1 earn expect heavili impact coronaviru steep declin commod price analyst cut estim tdhillon33 daveaurelio analys data trusteddata refinitiv covid19
87,45039,"Galway, Ireland",10-03-2020,"These are some of the suggestions to slow/stop #COVID2019
1. Work remotely from home 
2. Online school/ lectures
 3.Keep updated on the HSE/Dept of Health website 
4. Order shopping online for delivery ALL  NEED BROADBAND #remoteworking #broadband #rural",Negative,suggest slowstop covid2019 1 work remot home 2 onlin school lectur 3keep updat hsedept health websit 4 order shop onlin deliveri need broadband remotework broadband rural
88,45040,IN,10-03-2020,Retailers gouging consumer on Clorox spray wipes and sanitizers. What use to be under $5 is now $29 or more Even if its available! Gee bet they make it all in China. ????? #sanitizer #coronavirus,Neutral,retail goug consum clorox spray wipe sanit use 5 29 even it avail gee bet make china sanit coronaviru
89,45041,Massachusetts,10-03-2020,"Stay vigilant, stay safe. As we adapt to COVID-19, know that our office is here for you. We can answer questions about scams, sick time, and fraud.

Consumer Hotline: 617-727-8400
Health Care Hotline: 1-888-830-6277
Fair Labor Hotline: 617-727-3465 https://t.co/GjNWCmtY1U",Negative,stay vigil stay safe adapt covid19 know offic answer question scam sick time fraud consum hotlin 6177278400 health care hotlin 18888306277 fair labor hotlin 6177273465
90,45042,"New Jersey, USA ??",10-03-2020,"Even without the #coronavirus, suspension or elimination of the #payrolltax is the quickest and most sensible means of enhancing consumer liquidity for working Americans, especially part-time and low wage workers.

Once again, @realDonaldTrump is doing exactly the right thing.",Negative,even without coronaviru suspens elimin payrolltax quickest sensibl mean enhanc consum liquid work american especi parttim low wage worker realdonaldtrump exactli right thing
91,45043,East of England,10-03-2020,"This is the advice from national US health experts for over 60's on avoiding #coronavirus

""CDC: Americans over 60 should stock up on food and medications and avoid venturing out as the coronavirus spreads""

UK gov: wash your hands &amp; carry on

#Covid_19 

https://t.co/QKolJTOPdr",Negative,advic nation us health expert 60 avoid coronaviru cdc american 60 stock food medic avoid ventur coronaviru spread uk gov wash hand amp carri covid19
92,45044,Ipswich,10-03-2020,"The awful impacts of the #Coronavirus are continuing to be felt around the world. 
These events in China are also affecting the UK container industry. But what does this mean for you as a consumer, looking to buy #ShippingContainers?
Find out more: https://t.co/ir3YeBoFbS
#MrBox https://t.co/wLHwiAVhIB",Negative,aw impact coronaviru continu felt around world event china also affect uk contain industri mean consum look buy shippingcontain find mrbox
93,45045,England,10-03-2020,Wash your hands more often for 20 seconds with soap and water. Or use hand sanitiser.,Positive,wash hand often 20 second soap water use hand sanitis
94,45046,North Carolina,10-03-2020,"Coronavirus, COVID-19, oil price drop will lead to US recession - Business Insider https://t.co/A7hsqwQDOe",Negative,coronaviru covid19 oil price drop lead us recess busi insid
95,45047,,10-03-2020,"My German colleagues have confirmed that Hamsterkäufe, as in how a hamster stuffs its cheeks with food, is indeed the German term for panic buying. This is the cute news I need today.
#hamsterkäufe #COVID2019 #covid19ireland #Coronavirusireland #panicbuyingireland #panicbuying https://t.co/b5PwFU9tvz",Negative,german colleagu confirm hamsterkäuf hamster stuff cheek food inde german term panic buy cute news need today hamsterkäuf covid2019 covid19ireland coronavirusireland panicbuyingireland panicbuy
96,45048,Ireland,10-03-2020,"The government must provide hand sanitizer in all public buildings and transport hubs, as a matter of the utmost urgency.

The state must penalize any business trying to profit from this crisis by rising prices for essential items like hand sanitizer. #COVID19ireland #COVID2019 https://t.co/tzyJ2KwJp7",Extremely Positive,govern must provid hand sanit public build transport hub matter utmost urgenc state must penal busi tri profit crisi rise price essenti item like hand sanit covid19ireland covid2019
97,45049,United States,10-03-2020,What You Need If Quarantined at Home | #Coronavirus - Consumer Reports https://t.co/fqPmJIBlfd,Neutral,need quarantin home coronaviru consum report
98,45050,"Indianapolis, IN",10-03-2020,"See the new @FujifilmX_US X-T4 and X100V at Roberts! Join us on Saturday March 14th at Roberts Downtown location from 10am to 5pm.

Make sure to stop in and register for a FREE mystery giveaway! https://t.co/KUA79uARxv https://t.co/P6etFT5U7f",Extremely Positive,see new fujifilmxu xt4 x100v robert join us saturday march 14th robert downtown locat 10am 5pm make sure stop regist free mysteri giveaway
99,45051,"San Diego, CA",10-03-2020,"Spiking prices during a state of emergency is a crime, REPORT IT: https://t.co/k4Zt898LQl 

#Coronavirus #COVID2019 https://t.co/3FgvYt93W7",Extremely Negative,spike price state emerg crime report coronaviru covid2019
100,45052,,10-03-2020,"Besides canned food and toilet paper.

https://t.co/oo3UHc9HxO
$KR $TGT $WMT $AMZN $COST $CVS #investing #stocks #coronavirus #covid19 #market #economy",Neutral,besid can food toilet paper kr tgt wmt amzn cost cv invest stock coronaviru covid19 market economi
101,45053,"Hyderabad, India",10-03-2020,"@NileshShah68 I have summarized the most important points from the paper in this thread:
https://t.co/dTZg4vg8VM",Positive,nileshshah68 summar import point paper thread
102,45054,USA,10-03-2020,@HLAurora63 My husband asked me today if we should stock up on food and supplies ? #CoronaVirus,Neutral,hlaurora63 husband ask today stock food suppli coronaviru
103,45055,"Washington, DC",10-03-2020,Missouri AG sues televangelist for advertising Silver Solution as a cure for coronavirus https://t.co/wUffral0NW https://t.co/Q5kAOjafCt,Positive,missouri ag sue televangelist advertis silver solution cure coronaviru
104,45056,"Washington, DC",10-03-2020,"President Trump: ""It will go away.  Just stay calm.  It will go away."" https://t.co/J8aF2Zb8v0",Positive,presid trump go away stay calm go away
105,45057,Canada,10-03-2020,You actually need to stock pile on food first before you can actually use all that toilet paper.   But you have you eat it before you need to use the toilet.  Only then will you have the need for toilet paper #toiletpaper #covid19 #coronavirus #idiots,Neutral,actual need stock pile food first actual use toilet paper eat need use toilet need toilet paper toiletpap covid19 coronaviru idiot
106,45058,"Hamilton, Ontario, Canada",10-03-2020,"We (@hamiltonpoverty) are calling on Canadian Federal Government ?? to provide #BasicIncome 'Well-being and Stimulus Payments' during current COVID-19 situation. A basic income (even interim) could help keep people healthy, then revive consumer confidence and spending. #CdnPoli https://t.co/wRmkWLhJku",Extremely Positive,hamiltonpoverti call canadian feder govern provid basicincom wellb stimulu payment current covid19 situat basic incom even interim could help keep peopl healthi reviv consum confid spend cdnpoli
107,45059,,10-03-2020,"Solid advice for seniors, their family members &amp; those of who have #complexhealth care needs.@CDC: Older #Americans should consider stocking up on food, medications &amp; avoid venturing out as #coronavirus spreads https://t.co/yiDKEL9m1a #COVID19Canada #CoronavirusCanada #bcseniors",Positive,solid advic senior famili member amp complexhealth care needscdc older american consid stock food medic amp avoid ventur coronaviru spread covid19canada coronaviruscanada bcsenior
